# Validation Error (pixels): 48.59
timestamp,taskId,targetX,targerY,gazeX,gazeY,mouseX,mouseY
48074.300000000745,8,1296,806,1225.9430414848941,796.8131048196108,,
48074.5,8,1296,806,,,1299,820
48084.90000000037,8,1296,806,,,1300,820
48114,8,1296,806,1257.2303454645503,707.5980536121245,,
48130.90000000037,8,1296,806,,,1302,820
48146,8,1296,806,,,1302,820
48169.800000000745,8,1296,806,1232.0335470343352,659.9252906751933,,
48169.90000000037,8,1296,806,,,1304,820
48182.5,8,1296,806,,,1304,820
48206.300000000745,8,1296,806,1195.7934265674967,647.1566396065798,,
48206.300000000745,8,1296,806,,,1306,820
48216.70000000112,8,1296,806,,,1306,820
48245.10000000149,8,1296,806,1219.5701226952663,686.7697146997832,,
48246.800000000745,8,1296,806,,,1307,820
48257.300000000745,8,1296,806,,,1308,820
48285.300000000745,8,1296,806,1237.979914984196,721.2078626167254,,
48335.60000000149,8,1296,806,1279.3854888410972,614.5453062234692,,
48385.800000000745,8,1296,806,1334.2929123546269,692.2016117852709,,
48436.90000000037,9,925,717,1423.8611023632573,650.1664785135713,,
48477.300000000745,9,925,717,1338.7654716179122,717.3478597239514,,
48516.60000000149,9,925,717,1360.1863275137703,669.7398979908074,,
48556.800000000745,9,925,717,1326.1853661055056,704.9388181418082,,
48596.10000000149,9,925,717,1306.392744384331,744.4081250857525,,
48635.10000000149,9,925,717,1212.042904143285,759.6334611346817,,
48686,9,925,717,1146.6026421941458,843.1324383560082,,
48698.60000000149,9,925,717,,,1292,810
48712.90000000037,9,925,717,,,1255,793
48737.60000000149,9,925,717,1203.4118719995738,827.2489813019024,,
48737.70000000112,9,925,717,,,1119,747
48776.60000000149,9,925,717,1183.127746107619,815.396082191807,,
48778.20000000112,9,925,717,,,872,701
48817.800000000745,9,925,717,1148.8596933348595,725.139271824347,,
48817.90000000037,9,925,717,,,796,693
48830.300000000745,9,925,717,,,788,692
48853.70000000112,9,925,717,1051.8544785055049,766.5513229157627,,
48853.90000000037,9,925,717,,,781,690
48864.90000000037,9,925,717,,,781,689
48892.90000000037,9,925,717,998.2288654267182,765.3517867555219,,
48894.300000000745,9,925,717,,,781,688
48904.800000000745,9,925,717,,,781,688
48933.60000000149,9,925,717,982.3530276731613,739.1919127323955,,
48947.60000000149,9,925,717,,,783,688
48986.800000000745,9,925,717,999.8038326878561,733.2289033165085,,
48987,9,925,717,,,795,689
48999.40000000037,9,925,717,,,799,690
49028.20000000112,9,925,717,894.3125113186618,785.477533681458,,
49028.40000000037,9,925,717,,,817,697
49067.20000000112,9,925,717,793.4554502154899,754.3145046237631,,
49081.90000000037,9,925,717,,,843,704
49096.10000000149,9,925,717,,,853,707
49121,9,925,717,823.8465299907742,726.4277953787443,,
49121.10000000149,9,925,717,,,867,711
49133.40000000037,9,925,717,,,874,713
49161.300000000745,9,925,717,878.9927194932125,723.9312698480315,,
49161.5,9,925,717,,,885,713
49200.90000000037,9,925,717,871.7331144162839,675.7017323766895,,
49202.5,9,925,717,,,907,714
49213.40000000037,9,925,717,,,914,714
49241.90000000037,9,925,717,798.4137708879908,717.8583651808221,,
49242,9,925,717,,,921,715
49280.70000000112,9,925,717,759.2846954542077,710.3989627916499,,
49282.20000000112,9,925,717,,,924,715
49296.10000000149,9,925,717,,,926,716
49321.300000000745,9,925,717,810.8790340943519,695.9855922991322,,
49321.40000000037,9,925,717,,,929,717
49360.800000000745,9,925,717,828.055229811512,692.2300424417651,,
49362.70000000112,9,925,717,,,931,719
49373.40000000037,9,925,717,,,931,719
49402.300000000745,9,925,717,836.084051039228,669.4538979858389,,
49443.20000000112,9,925,717,850.6915431921773,679.6908574526257,,
49449,9,925,717,,,931,719
49463.90000000037,9,925,717,,,931,719
49487.70000000112,9,925,717,769.0179184206303,653.647650928929,,
49487.90000000037,9,925,717,,,931,720
49500.90000000037,9,925,717,,,931,721
49524.60000000149,9,925,717,744.6128131117898,656.1354439164495,,
49524.70000000112,9,925,717,,,932,725
49535.60000000149,9,925,717,,,933,726
49564.10000000149,9,925,717,733.5507437949435,590.5834139828058,,
49582.10000000149,9,925,717,,,933,728
49621.90000000037,9,925,717,738.1545316400722,633.7332624102933,,
49668.60000000149,9,925,717,767.2189115187055,633.1424706791972,,
